order_id,product_id,qty,unit_price,discount
O049019,P02565,2,84.54,0.1
O049019,P03653,3,15.83,0.05
O049019,P03681,1,48.6,0.1
O036023,P02854,2,155.5,0.05
O034639,P00916,1,21.51,0.1
O020910,P01394,2,286.62,0.0
O020910,P00553,1,37.11,0.1
O025333,P01718,1,19.34,0.1
O048251,P00828,2,35.13,0.0
O048251,P00828,1,35.13,0.05
O029390,P04031,2,18.63,0.1
O006416,P01925,1,7.59,0.2
O019710,P00438,2,16.67,0.2
O019710,P01128,3,26.58,0.0
O019710,P03534,1,116.93,0.0
O019710,P01128,2,26.58,0.05
O019710,P03151,1,27.91,0.05
O008618,P02925,3,78.13,0.05
O008618,P90181,1,19.83,0.0
O008618,P00935,3,36.98,0.05
O008618,P01457,1,26.86,0.05
O029699,P03936,2,22.62,0.0
O029699,P03936,2,22.62,0.0
O029699,P00838,1,13.64,0.0
O029699,P03529,2,42.09,0.05
O029699,P03936,1,22.62,0.0
O002277,P04100,3,80.41,0.2
O039065,P00269,1,30.49,0.1
O003087,P01517,1,22.18,0.0
O003087,P00153,1,19.08,0.2
O003765,P04468,3,8.81,0.2
O003765,P01489,3,11.08,0.0
O041058,P92584,2,2.15,0.2
O010117,P00752,1,32.51,0.05
O010117,P00748,3,30.3,0.1
O022171,P03353,3,5.03,0.0
O022171,P01726,1,67.83,0.1
O022171,P03854,3,10.79,0.0
O026656,P01841,3,33.86,0.0
O026656,P02868,2,18.15,0.0
O026656,P00127,2,35.81,0.2
O048002,P02706,1,39.49,0.2
O007705,P00065,1,9.72,0.2
O026053,P04449,2,14.22,0.0
O026053,P00770,1,42.17,0.0
O026053,P02288,3,6.13,0.0
O026053,P00432,3,19.89,0.0
O026053,P00648,1,15.78,0.05
O015136,P04525,3,8.56,0.1
O015136,P00634,2,16.99,0.0
O014953,P03032,1,8.63,0.0
O014953,P00393,3,13.05,0.0
O031482,P91610,2,64.78,0.0
O031482,P04299,3,37.64,0.2
O031482,P04858,1,73.83,0.2
O031482,P03954,2,42.83,0.2
O047278,P03823,3,47.16,0.05
O047278,P00425,2,25.7,0.0
O038980,P04877,1,21.26,0.2
O038980,P00306,1,99.99,0.05
O038980,P00306,3,99.99,0.0
O000467,P03447,1,38.99,0.0
O000467,P00091,2,53.35,0.05
O038272,P03264,1,12.29,0.05
O023714,P00353,1,29.0,0.0
O020030,P02905,2,811.6,0.05
O020030,P03468,1,324.0,0.0
O023316,P01887,3,19.86,0.2
O023316,P01887,1,19.86,0.0
O023316,P02129,2,11.65,0.1
O008383,P02834,2,19.88,0.0
O014783,P02429,2,42.14,0.0
O014783,P02429,2,42.14,0.05
O014783,P04947,3,12.84,0.0
O046134,P01467,1,31.94,0.1
O046134,P04363,1,10.22,0.0
O020631,P01476,2,50.08,0.2
O039724,P02332,1,30.62,0.0
O021330,P04211,1,3.43,0.1
O021330,P91085,1,3.43,0.0
O021330,P00963,3,17.62,0.05
O027244,P03859,3,53.96,0.0
O027244,P04310,1,35.85,0.0
O021518,P00940,1,20.03,0.0
O000202,P02356,3,34.77,0.05
O000202,P02356,1,34.77,0.1
O000202,P03797,1,73.2,0.1
O003092,P04075,2,26.16,0.2
O003092,P02973,1,40.4,0.05
O033717,P01207,2,5.53,0.0
O044870,P02279,1,12.58,0.2
O019473,P04665,1,42.92,0.2
O026739,P04074,1,25.64,0.05
O026739,P04790,1,11.42,0.0
O026739,P02960,1,60.87,0.0
O026739,P04074,1,25.64,0.2
O005979,P04988,2,41.79,0.0
O005979,P04004,2,10.55,0.1
O029758,P03017,2,23.81,0.0
O030860,P04372,3,24.23,0.0
O030860,P02145,1,121.96,0.0
O030860,P01067,1,5.95,0.1
O025407,P02584,1,14.79,0.1
O026608,P03498,3,14.49,0.0
O026608,P00156,1,30.06,0.05
O026608,P04529,2,24.24,0.2
O006342,P03913,2,14.85,0.0
O006169,P00545,2,48.2,0.0
O006169,P01293,2,21.25,0.0
O031225,P02423,3,11.46,0.05
O043732,P00456,1,13.87,0.05
O004558,P04519,3,36.44,0.0
O016133,P03747,1,88.46,0.2
O014143,P02907,2,28.59,0.0
O030737,P00351,2,4.45,0.05
O030737,P00351,1,4.45,0.05
O030737,P00705,3,12.43,0.2
O030737,P00351,2,4.45,0.2
O030737,P02735,1,75.0,0.0
O030737,P00351,1,4.45,0.05
O022090,P03895,1,6.9,0.05
O047357,P02546,2,72.49,0.0
O047357,P02646,1,28.78,0.1
O042756,P02097,2,6.21,0.0
O042756,P00179,3,63.22,0.05
O042756,P01462,1,7.73,0.0
O038858,P04346,2,2.36,0.1
O038858,P00950,1,9.36,0.0
O038858,P01913,1,37.16,0.1
O044083,P02649,1,25.03,0.0
O009245,P01414,2,16.04,0.2
O013681,P04352,2,22.38,0.0
O013681,P92505,1,3.54,0.2
O013681,P03756,1,104.45,0.0
O017255,P04043,1,42.71,0.05
O017255,P02570,2,10.03,0.0
O017255,P04636,1,9.1,0.05
O046427,P01527,2,30.73,0.0
O046427,P03061,3,7.75,0.0
O014566,P01415,1,14.23,0.2
O016948,P02486,2,53.54,0.0
O016948,P02463,1,84.26,0.05
O016948,P03460,1,19.27,0.05
O016948,P02463,3,84.26,0.2
O002490,P02858,2,33.98,0.0
O045780,P01479,1,31.23,0.2
O027273,P04175,1,24.93,0.0
O028628,P02236,1,40.54,0.2
O028628,P02339,1,7.45,0.0
O006943,P03037,2,37.69,0.2
O006943,P02290,3,17.0,0.0
O006943,P04393,2,51.88,0.0
O023111,P01208,1,39.49,0.1
O028812,P02668,1,148.18,0.2
O014276,P00142,1,25.2,0.0
O037165,P00157,3,32.86,0.0
O037165,P02576,1,16.07,0.05
O037165,P02117,2,29.38,0.1
O037165,P00825,1,25.92,0.0
O037165,P01854,3,52.62,0.05
O018583,P04926,1,34.92,0.1
O018583,P02388,3,13.27,0.0
O018583,P01811,1,6.53,0.05
O005119,P00191,2,26.02,0.0
O005119,P03647,1,69.61,0.2
O005119,P00437,1,35.24,0.0
O000091,P00117,1,48.8,0.05
O000091,P00472,3,13.07,0.05
O042829,P00297,2,25.44,0.1
O042829,P03377,1,18.63,0.0
O042829,P03738,1,20.12,0.0
O042829,P01137,1,33.28,0.0
O042829,P03058,1,42.96,0.0
O042206,P00658,1,32.83,0.1
O039028,P02241,3,38.0,0.1
O039028,P02241,1,38.0,0.1
O039028,P01197,1,48.85,0.0
O002826,P04404,2,20.69,0.0
O002826,P01366,2,52.65,0.2
O040610,P00706,1,9.48,0.1
O047603,P02954,1,2.35,0.0
O006682,P00596,3,58.14,0.1
O006682,P03370,2,14.16,0.1
O045825,P03923,2,40.84,0.05
O045825,P02715,2,42.52,0.2
O045825,P03923,1,40.84,0.0
O045825,P02123,1,89.18,0.0
O026382,P02101,2,106.17,0.1
O026382,P00708,1,33.66,0.0
O026382,P03766,2,15.26,0.1
O026382,P01286,1,19.37,0.2
O007110,P03285,1,35.1,0.0
O007110,P04244,1,28.05,0.0
O009055,P00650,1,7.76,0.05
O038522,P01957,1,22.83,0.2
O038522,P04222,2,29.67,0.1
O035155,P00973,1,5.61,0.0
O035155,P04016,2,65.95,0.0
O035155,P01431,3,22.75,0.1
O032625,P02331,1,28.44,0.05
O015311,P03462,3,51.29,0.1
O015311,P01767,1,23.12,0.1
O028545,P01289,1,12.51,0.2
O028545,P04206,2,12.84,0.0
O028545,P00077,3,156.9,0.0
O028545,P01291,1,57.93,0.0
