customer_id,signup_date,channel_id,region
C000208,2024-08-03 20:52:01,social,PH
C000209,2023-11-02 10:59:45,referral,MY
C000210,2023-04-14 17:51:53,social,SG
C000211,2023-03-28 12:00:23,organic,MY
C000212,2024-05-17 06:54:30,organic,MY
C000213,2023-06-16 21:32:44,organic,VN
C000214,2023-10-15 02:55:38,affiliate,PH
C000215,2025-01-04 18:46:46,email,SG
C000216,2023-07-17 08:45:35,referral,SG
C000217,2024-08-19 14:59:19,referral,VN
C000218,2023-12-13 21:16:58,organic,ID
C000219,2023-09-21 10:16:16,email,TH
C000220,2023-03-04 16:11:56,email,MY
C000221,2023-02-28 12:19:46,organic,SG
C000222,2023-07-09 17:50:15,paid_search,SG
C000223,2024-04-01 14:42:09,social,SG
C000224,2024-07-05 19:32:13,referral,MY
C000225,2024-05-29 21:28:59,organic,SG
C000226,2023-02-26 06:27:52,referral,MY
C000227,2024-12-28 11:17:06,affiliate,TH
C000228,2024-03-15 21:11:01,affiliate,SG
C000229,2023-10-28 09:32:20,organic,VN
C000230,2025-06-10 16:19:48,organic,SG
C000231,2023-12-07 14:17:10,email,ID
C000232,2024-11-08 23:42:48,paid_search,SG
C000233,2024-10-21 10:03:25,organic,VN
C000234,2023-12-19 10:38:28,email,SG
C000235,2025-06-22 23:58:08,organic,MY
C000236,2025-02-09 20:47:54,paid_search,PH
C000237,2024-05-17 12:39:19,affiliate,SG
C000238,2024-01-22 08:07:49,paid_search,TH
C000239,2025-03-24 19:01:35,affiliate,TH
C000240,2024-08-09 13:28:58,paid_search,MY
C000241,2024-09-27 04:58:33,paid_search,SG
C000242,2024-03-07 01:16:26,organic,VN
C000243,2024-10-03 11:06:46,paid_search,VN
C000244,2025-06-29 07:30:12,paid_search,SG
C000245,2024-03-10 22:20:20,referral,VN
C000246,2023-05-29 10:05:56,affiliate,VN
C000247,2024-01-21 17:34:09,organic,ID
C000248,2024-08-09 06:24:35,organic,TH
C000249,2024-04-22 20:43:07,social,SG
C000250,2025-02-24 20:34:41,paid_search,MY
C000251,2024-11-30 00:46:07,paid_search,PH
C000252,2024-06-01 21:01:03,organic,TH
C000253,2024-01-14 21:32:14,organic,SG
C000254,2024-04-19 10:34:14,social,ID
C000255,2023-02-15 09:37:57,organic,SG
C000256,2023-12-05 08:06:06,email,SG
C000257,2025-06-10 07:22:00,paid_search,SG
C000258,2024-03-15 21:27:05,paid_search,SG
C000259,2024-01-23 11:23:17,social,MY
C000260,2025-05-22 19:53:27,organic,MY
C000261,2024-07-19 11:36:02,referral,TH
C000262,2023-05-08 15:20:02,email,VN
C000263,2024-08-13 19:05:49,referral,MY
C000264,2024-05-16 03:24:26,paid_search,SG
C000265,2024-12-13 22:56:03,paid_search,PH
C000266,2025-04-22 17:03:51,organic,SG
C000267,2024-09-17 14:49:17,social,ID
C000268,2023-08-05 10:54:37,social,SG
C000269,2023-01-28 03:36:17,paid_search,PH
C000270,2023-11-14 20:39:53,organic,MY
C000271,2023-06-14 04:50:25,organic,PH
C000272,2023-11-24 12:08:39,organic,PH
C000273,2023-11-16 03:36:05,paid_search,PH
C000274,2024-06-11 18:39:28,social,TH
C000275,2025-05-06 21:52:32,affiliate,TH
C000276,2024-06-26 13:15:49,organic,PH
C000277,2023-05-14 14:44:07,organic,SG
C000278,2024-03-05 07:05:08,paid_search,TH
C000279,2023-08-15 05:27:29,organic,SG
C000280,2025-05-16 11:09:39,email,MY
C000281,2024-12-31 21:00:39,organic,MY
C000282,2024-10-04 22:30:45,affiliate,PH
C000283,2024-08-11 14:12:05,referral,MY
C000284,2023-01-23 21:29:10,paid_search,ID
C000285,2024-05-11 06:29:44,affiliate,ID
C000286,2023-11-13 00:38:33,social,ID
C000287,2023-11-28 23:49:13,affiliate,SG
C000288,2024-06-18 23:01:20,organic,ID
C000289,2023-02-12 07:19:47,affiliate,ID
C000290,2024-12-12 20:57:26,organic,VN
C000291,2025-05-30 22:07:36,paid_search,PH
C000292,2023-08-30 07:28:41,affiliate,SG
C000293,2023-11-20 13:50:31,paid_search,SG
C000294,2024-11-08 17:43:46,organic,ID
C000295,2023-05-11 20:00:16,organic,MY
C000296,2025-02-04 20:48:21,organic,TH
C000297,2024-11-17 03:07:12,paid_search,VN
C000298,2025-02-11 22:28:42,paid_search,SG
C000299,2025-01-14 09:07:36,social,VN
C000300,2023-09-13 15:54:48,referral,SG
C000301,2023-10-06 20:43:07,organic,PH
C000302,2023-11-30 11:17:55,referral,MY
C000303,2023-05-18 07:32:37,social,VN
C000304,2025-04-29 04:11:18,email,SG
C000305,2023-12-20 14:47:21,email,ID
C000306,2025-03-19 11:04:31,affiliate,SG
C000307,2023-02-21 21:39:47,organic,TH
C000308,2023-12-08 12:54:28,social,PH
C000309,2023-08-17 01:33:55,affiliate,VN
C000310,2024-02-02 23:53:32,email,ID
C000311,2024-07-20 16:45:42,organic,SG
C000312,2023-10-22 14:25:14,social,PH
C000313,2023-06-09 19:46:12,email,MY
C000314,2025-01-21 18:21:35,organic,ID
C000315,2023-05-08 08:05:04,social,SG
C000316,2023-09-16 01:42:05,referral,VN
C000317,2025-04-14 17:46:15,social,MY
C000318,2023-03-11 12:18:59,organic,MY
C000319,2025-01-19 18:57:21,social,SG
C000320,2024-01-07 01:18:48,social,ID
C000321,2025-03-06 08:45:34,paid_search,SG
C000322,2025-01-05 11:35:30,social,PH
C000323,2023-11-30 07:19:11,paid_search,TH
C000324,2023-10-28 09:51:10,referral,PH
C000325,2023-10-21 17:29:11,email,MY
C000326,2024-08-26 05:26:09,referral,ID
C000327,2023-06-23 19:20:08,social,MY
C000328,2025-05-17 15:23:05,organic,VN
C000329,2023-05-24 03:22:37,email,MY
C000330,2024-10-01 21:29:04,organic,MY
C000331,2023-12-20 10:06:32,social,MY
C000332,2023-04-07 23:21:43,organic,MY
C000333,2024-11-13 01:29:31,social,VN
C000334,2024-06-25 23:23:27,email,SG
C000335,2023-06-16 12:08:25,paid_search,ID
C000336,2023-05-14 19:13:44,paid_search,MY
C000337,2024-12-01 07:15:01,organic,SG
C000338,2024-03-30 04:57:30,paid_search,PH
C000339,2024-09-04 00:02:44,paid_search,TH
C000340,2024-03-22 17:16:32,referral,PH
C000341,2024-07-24 18:11:58,referral,MY
C000342,2025-06-26 07:19:39,affiliate,TH
C000343,2023-12-05 14:33:08,organic,ID
C000344,2024-05-11 11:59:17,paid_search,ID
C000345,2025-03-25 23:13:16,paid_search,SG
C000346,2025-04-27 20:34:41,social,SG
C000347,2024-04-26 03:02:04,email,SG
C000348,2023-11-24 19:42:13,email,TH
C000349,2024-11-08 17:09:22,paid_search,TH
C000350,2023-08-31 01:06:30,social,ID
C000351,2024-07-12 20:31:41,affiliate,SG
C000352,2025-06-21 00:52:58,organic,TH
C000353,2024-03-04 15:07:45,referral,SG
C000354,2025-01-19 00:53:31,email,VN
C000355,2025-06-17 23:34:31,organic,MY
C000356,2025-03-05 21:33:41,affiliate,TH
C000357,2024-10-17 20:59:41,referral,SG
C000358,2024-03-24 15:00:09,email,MY
C000359,2024-12-16 12:52:18,organic,MY
C000360,2025-05-10 08:10:44,organic,MY
C000361,2025-01-09 20:46:01,email,SG
C000362,2024-09-16 13:06:03,organic,ID
C000363,2024-12-28 06:39:57,organic,SG
C000364,2024-09-14 17:17:47,paid_search,PH
C000365,2023-02-09 20:21:44,organic,MY
C000366,2024-07-24 13:15:51,email,MY
C000367,2023-12-07 18:07:07,social,ID
C000368,2023-10-23 16:43:56,organic,TH
C000369,2025-03-05 20:57:22,social,SG
C000370,2024-11-20 00:44:03,organic,TH
C000371,2024-06-21 20:31:47,organic,VN
C000372,2024-05-12 18:10:56,paid_search,MY
C000373,2025-06-19 03:20:03,paid_search,SG
C000374,2023-11-28 14:56:50,paid_search,SG
C000375,2024-10-03 09:02:16,social,PH
C000376,2024-09-13 21:50:37,paid_search,SG
C000377,2024-01-05 07:04:03,social,SG
C000378,2023-02-28 02:30:45,paid_search,PH
C000379,2023-05-14 12:47:41,email,VN
C000380,2023-01-31 07:04:16,social,MY
C000381,2024-06-23 20:20:31,organic,SG
C000382,2025-03-15 07:03:04,email,ID
C000383,2024-12-18 14:49:44,email,TH
C000384,2024-08-25 13:29:26,organic,SG
C000385,2024-10-03 18:47:55,social,SG
C000386,2024-12-25 19:48:12,email,VN
C000387,2025-02-15 05:03:49,organic,TH
C000388,2025-01-13 21:20:42,affiliate,MY
C000389,2023-11-16 13:11:49,paid_search,VN
C000390,2024-04-15 02:50:08,email,ID
C000391,2025-05-28 04:41:03,referral,PH
C000392,2024-02-09 13:20:05,affiliate,SG
C000393,2023-06-03 21:10:40,social,MY
C000394,2024-06-12 21:54:58,email,ID
C000395,2024-09-17 06:21:19,organic,MY
C000396,2024-10-28 16:48:54,paid_search,MY
C000397,2024-07-24 12:34:23,referral,ID
C000398,2024-10-23 05:46:27,paid_search,ID
C000399,2023-03-22 04:58:39,referral,SG
C000400,2023-01-20 02:01:55,organic,MY
C000401,2024-08-26 00:59:39,organic,TH
C000402,2023-03-22 16:34:08,organic,ID
C000403,2023-05-24 18:22:35,social,MY
C000404,2025-04-23 16:35:07,organic,SG
C000405,2024-04-15 05:55:15,paid_search,SG
C000406,2023-11-18 02:30:22,affiliate,VN
C000407,2024-06-16 01:58:04,email,VN
C000408,2024-05-15 19:26:38,email,ID
C000409,2024-04-12 06:00:42,organic,ID
C000410,2023-10-20 01:36:56,paid_search,SG
C000411,2024-10-09 14:42:50,email,MY
C000412,2024-01-10 17:38:56,organic,MY
C000413,2024-11-23 20:35:37,paid_search,MY
C000414,2023-04-22 16:08:54,affiliate,SG
C000415,2025-04-15 19:03:33,organic,SG
C000416,2025-05-01 17:03:09,affiliate,PH
C000417,2025-05-28 01:02:43,organic,ID
C000418,2024-08-20 08:41:07,organic,VN
C000419,2024-01-02 09:03:52,organic,ID
C000420,2023-01-26 01:19:37,affiliate,VN
C000421,2024-05-17 19:38:49,social,SG
C000422,2025-01-17 22:38:12,email,SG
C000423,2024-08-03 13:55:05,paid_search,ID
C000424,2025-03-08 09:35:52,referral,ID
C000425,2024-05-02 05:04:32,social,SG
C000426,2023-09-13 22:12:17,social,ID
C000427,2025-05-30 00:29:24,email,SG
C000428,2023-08-01 07:24:02,email,SG
C000429,2024-12-07 07:02:56,email,PH
C000430,2023-11-03 22:53:29,organic,ID
C000431,2023-06-28 01:17:49,referral,MY
C000432,2023-08-02 10:10:13,organic,SG
C000433,2023-11-06 02:34:01,affiliate,VN
C000434,2023-10-15 15:36:51,paid_search,PH
C000435,2025-01-13 03:23:17,organic,SG
C000436,2025-02-28 19:21:12,paid_search,MY
C000437,2024-07-22 20:55:50,social,ID
C000438,2023-12-31 14:24:26,paid_search,SG
C000439,2023-12-22 15:37:12,referral,ID
C000440,2023-08-01 19:27:50,email,SG
C000441,2024-09-26 08:28:59,organic,SG
C000442,2023-05-14 00:50:29,social,ID
C000443,2024-05-22 18:24:20,email,MY
C000444,2024-11-21 09:19:08,referral,ID
C000445,2023-09-08 02:59:04,paid_search,SG
C000446,2025-03-08 07:29:45,affiliate,MY
C000447,2024-07-01 05:14:52,organic,PH
C000448,2023-07-29 00:26:48,social,MY
C000449,2023-08-07 00:05:30,email,ID
C000450,2024-11-12 02:33:21,paid_search,MY
C000451,2025-02-01 02:28:22,organic,VN
C000452,2025-06-02 06:19:24,email,ID
C000453,2025-04-11 13:28:32,paid_search,SG
C000454,2023-06-19 07:23:14,organic,SG
C000455,2023-07-26 18:09:09,organic,ID
C000456,2024-04-01 14:35:30,email,TH
C000457,2024-02-03 21:38:03,organic,SG
C000458,2024-09-10 00:43:28,paid_search,ID
C000459,2025-01-09 03:47:37,affiliate,ID
C000460,2025-06-20 17:07:53,email,MY
C000461,2023-11-04 07:18:47,social,ID
C000462,2025-05-30 04:55:38,social,MY
C000463,2025-03-28 11:26:38,organic,ID
C000464,2023-07-18 15:20:15,paid_search,TH
C000465,2024-01-23 10:50:33,organic,PH
C000466,2024-04-16 06:21:11,organic,ID
C000467,2024-12-16 10:38:22,organic,MY
C000468,2025-02-16 06:00:14,social,TH
C000469,2024-05-07 03:36:21,organic,TH
C000470,2024-08-12 08:16:43,organic,MY
C000471,2024-03-07 07:05:36,referral,MY
C000472,2025-02-02 05:24:32,organic,SG
C000473,2024-12-04 16:46:53,email,ID
C000474,2025-03-21 09:45:31,paid_search,MY
C000475,2024-06-13 23:14:09,social,SG
C000476,2024-10-25 07:45:04,organic,ID
C000477,2024-12-11 21:14:54,organic,PH
C000478,2024-02-22 10:36:56,referral,SG
C000479,2024-04-09 07:52:59,paid_search,ID
C000480,2024-12-23 23:51:27,organic,PH
C000481,2023-10-10 20:53:55,paid_search,PH
C000482,2024-08-25 16:42:17,social,MY
C000483,2024-08-27 18:30:29,organic,SG
C000484,2024-04-26 20:41:35,social,MY
C000485,2025-02-25 20:34:51,social,MY
C000486,2024-06-17 23:21:28,social,MY
C000487,2024-01-23 20:13:48,referral,ID
C000488,2025-03-07 05:38:23,paid_search,TH
C000489,2024-02-08 14:15:25,referral,ID
C000490,2025-05-27 00:30:09,paid_search,VN
C000491,2024-01-04 20:41:18,paid_search,TH
C000492,2025-05-30 02:05:30,social,ID
C000493,2025-01-24 10:10:06,social,SG
C000494,2024-08-19 20:08:00,organic,TH
C000495,2023-12-25 20:05:46,affiliate,TH
C000496,2023-09-23 01:52:31,affiliate,MY
C000497,2024-05-04 23:09:29,paid_search,SG
C000498,2025-03-04 20:53:08,social,ID
C000499,2024-07-17 06:22:52,email,SG
C000500,2023-07-23 17:13:47,affiliate,TH
C000501,2025-04-10 17:08:43,social,SG
C000502,2023-09-25 21:26:06,organic,ID
C000503,2024-07-18 19:16:38,email,MY
C000504,2025-06-27 10:49:15,organic,MY
C000505,2023-10-14 20:55:00,social,TH
C000506,2025-06-06 22:14:46,social,SG
C000507,2024-08-02 07:32:23,social,SG
C000508,2025-01-06 11:16:58,organic,SG
C000509,2024-01-22 09:51:23,paid_search,SG
C000510,2025-05-11 11:47:18,social,MY
C000511,2025-04-10 01:20:00,paid_search,SG
C000512,2024-03-09 18:59:21,organic,MY
C000513,2023-01-18 10:57:02,organic,ID
C000514,2025-05-26 08:03:05,referral,VN
C000515,2024-05-12 07:51:31,paid_search,SG
C000516,2023-07-09 14:51:00,social,VN
C000517,2024-10-12 07:43:03,social,PH
C000518,2024-04-13 08:01:10,referral,ID
C000519,2023-06-07 04:25:27,social,TH
C000520,2023-09-14 20:11:09,organic,MY
C000521,2024-10-10 02:37:11,organic,SG
C000522,2023-08-25 08:49:30,organic,PH
C000523,2023-10-31 19:26:37,referral,PH
C000524,2024-03-31 21:53:57,social,MY
C000525,2024-05-29 23:32:50,email,SG
C000526,2023-03-21 04:09:43,email,SG
C000527,2023-05-06 03:32:46,referral,MY
C000528,2023-01-21 18:47:58,affiliate,PH
C000529,2023-11-01 03:43:26,social,SG
C000530,2024-08-11 16:57:47,organic,ID
C000531,2025-03-24 08:17:59,organic,VN
C000532,2025-03-09 17:20:05,social,MY
C000533,2023-02-25 22:12:36,email,ID
C000534,2024-08-08 02:03:20,social,MY
C000535,2025-03-23 14:26:45,paid_search,SG
C000536,2024-12-11 23:33:21,email,ID
C000537,2025-06-12 04:57:26,paid_search,SG
C000538,2024-03-10 02:16:40,paid_search,ID
C000539,2024-01-16 03:24:48,referral,MY
C000540,2024-07-25 10:49:41,social,TH
C000541,2023-08-31 06:57:38,paid_search,ID
C000542,2024-04-24 14:17:34,paid_search,PH
C000543,2023-02-18 01:19:05,social,TH
C000544,2023-08-14 03:08:55,paid_search,TH
C000545,2025-04-24 05:26:04,organic,MY
C000546,2024-10-27 09:08:50,social,MY
C000547,2023-08-22 04:42:19,email,TH
C000548,2024-03-04 06:32:46,organic,TH
C000549,2023-08-23 02:28:19,social,ID
C000550,2024-09-02 08:31:02,social,SG
C000551,2025-05-27 16:09:42,paid_search,SG
C000552,2023-07-25 12:50:44,paid_search,SG
C000553,2023-07-25 11:21:51,paid_search,SG
C000554,2023-12-03 10:00:32,paid_search,TH
C000555,2024-07-02 01:40:51,referral,ID
C000556,2025-06-23 08:17:53,paid_search,ID
C000557,2023-09-14 22:21:41,affiliate,SG
C000558,2023-11-14 22:53:28,paid_search,TH
C000559,2023-11-08 02:33:15,email,SG
C000560,2025-01-28 20:30:03,social,SG
C000561,2023-09-11 21:40:12,email,TH
C000562,2023-09-17 23:21:59,referral,ID
C000563,2023-05-21 06:23:10,social,SG
C000564,2024-02-06 09:29:06,paid_search,SG
C000565,2023-09-11 14:40:10,affiliate,MY
C000566,2024-07-04 15:58:27,affiliate,ID
C000567,2023-10-12 23:50:01,affiliate,SG
C000568,2023-10-15 08:09:55,organic,ID
C000569,2023-07-30 08:51:16,organic,MY
C000570,2023-05-22 01:35:07,paid_search,ID
C000571,2025-06-28 03:10:06,email,TH
C000572,2023-07-31 03:08:09,organic,VN
C000573,2023-07-18 18:23:14,paid_search,SG
C000574,2024-02-26 03:48:28,social,SG
C000575,2024-03-20 07:58:55,organic,SG
C000576,2023-09-19 13:48:10,email,SG
C000577,2024-05-17 05:43:55,organic,MY
C000578,2024-06-23 11:26:45,referral,SG
C000579,2023-07-08 23:27:31,paid_search,VN
C000580,2023-07-21 21:02:09,social,VN
C000581,2024-12-26 18:05:00,social,TH
C000582,2023-06-15 20:28:45,paid_search,MY
C000583,2024-09-10 03:46:53,paid_search,TH
C000584,2025-02-27 10:27:12,referral,ID
C000585,2023-05-02 10:13:49,social,ID
C000586,2024-11-28 18:31:22,organic,SG
C000587,2024-12-30 07:52:04,email,VN
C000588,2024-10-31 00:14:36,organic,MY
C000589,2024-04-14 14:36:48,paid_search,SG
C000590,2025-02-01 12:38:06,paid_search,MY
C000591,2025-02-07 09:34:47,paid_search,SG
C000592,2024-07-12 17:14:38,organic,PH
C000593,2024-12-16 20:33:00,organic,ID
C000594,2025-01-08 06:28:58,organic,VN
C000595,2023-04-02 01:16:04,paid_search,PH
C000596,2024-01-12 00:21:04,social,ID
C000597,2025-06-18 13:34:04,social,TH
C000598,2025-03-31 13:06:24,organic,VN
C000599,2023-06-29 10:56:02,organic,SG
C000600,2024-10-31 01:44:47,social,SG
